Scenario ID,Module / Pillar,Scenario Category,Sub-Category / Clinical Phenotype,Surgeon / Actor Role,Pre-Conditions & Clinical Parameters,Execution Action / Trigger,Expected Clinical & System Outcome,Compliance & Clinical Standard,Priority / Risk Level
"SCN-0664","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Apical)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2b, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0665","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT2b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0666","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0667","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0668","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2b, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0669","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT2b, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0670","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2b, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0671","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2b, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0672","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2b • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2b, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2b, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0673","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT2c, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0674","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2c, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0675","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2c, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0676","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2c, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0677","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Apical)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT2c, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0678","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Apical)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2c, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0679","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Apical)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2c, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0680","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Apical)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2c, R1 Positive (Apical)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0681","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT2c, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0682","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2c, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0683","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2c, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0684","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Posterolateral)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2c, R1 Positive (Posterolateral)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0685","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0686","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0687","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0688","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT2c • R1 Positive (Bladder Neck)","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT2c, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT2c, R1 Positive (Bladder Neck)","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0689","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT3a • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Bilateral Intrafascial (5/5) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: High (80-90%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0690","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT3a • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Unilateral Interfascial (3/5) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (45-60%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0691","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT3a • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Non-Nerve Sparing (Wide Excision) nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Low (<15%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
"SCN-0692","1. Clinical & Oncological Pathways","High-Risk Oncological Surveillance","Gleason 4+4=8 • pT3a • R0 Negative","RDM","Baseline Grade Group 4 (4+4=8), Clinical Stage pT3a, Pre-op PSA 4.5-18.0 ng/mL","Surgeon RDM performs RALP with Partial Left / Sparing Right nerve sparing and histology confirms pT3a, R0 Negative","PSA 12M >=0.20 ng/mL (Biochemical Recurrence triggered -> MDT Salvage Radiotherapy review); Potency recovery profile: Moderate (50%); BAUS Registry oncological index recorded.","BAUS Radical Prostatectomy Registry & NPCA Oncological Standards","High"
